"Anti_Hongo","Hongo","Rendimiento"
1,0.284367516477946,51.641976559059
0,0.422148783650271,56.730444613593
0,0.348748822123388,70.7736462086411
1,0.222384683268627,99.9934676108848
1,0.190656424462217,73.0528080992764
0,0.640718090302717,71.1143668095024
1,0,70.2335641779312
1,0.27958791454823,82.0432092502062
0,0.647881548855667,38.1679938562862
1,0.266332694125137,77.1439656452106
1,0.0534591408826437,113.365306171788
0,0.307962150611249,66.303009075707
1,0.354876950450033,76.4648155028906
0,0.807191703954069,19.6353995722048
0,0.31966074712962,94.9857131994306
1,0.259382493310476,91.2064889654094
1,0.044933494786134,107.993012540432
1,0.0689543151311326,97.1871770608038
1,0.316439613307167,116.193711127336
0,0.345315287634248,87.5330282138053
0,0.341637462525213,81.978043707558
0,0.648714279862842,58.7874625870273
0,0.428087551688336,77.1538390039592
1,0.1628853727366,92.2407447121426
0,0.497776190309645,86.6896158528042
1,0.10444641399358,80.0198165815306
0,0.592619945088478,24.8146697963601
1,0.193049311839169,81.3213957103244
0,0.496213099589953,87.9394206384511
1,0.323289220543019,42.0918771027983
0,0.522551546391144,78.0409021122345
1,0.266122947517783,53.271969171326
0,0.288442533135127,82.2820456449277
1,0.189436094747618,66.1864687628449
1,0.151769366478068,83.346092105748
0,0.564332098651503,83.1743374425024
0,0.522100542182308,61.9798812172174
0,0.513374325246611,93.8467315144172
1,0.183676359855072,97.8053882073229
0,0.239752559027655,114.618545882089
1,0.315332981759806,56.4465310868566
0,0.452143882234298,59.9934691568809
1,0.15755765055978,106.481004750233
1,0.0725100763194292,82.6768922183192
0,0.543278886827749,69.265948125831
1,0.405559787689971,56.6161033862585
0,0.478907612154911,71.4043696431625
0,0.554078772756805,67.3849043595623
0,0.284449912962765,75.8185467508516
1,0.0609273287970973,86.008816369719
0,0.419697544241147,90.1208339593187
1,0.33923307852836,88.7866638704598
1,0.220233964773838,106.315245768847
0,0.495962113104124,55.5626422809584
0,0.430762349990682,81.772201555529
0,0.273897101340424,113.33538426863
1,0.262056591051521,63.2781234826896
1,0.351853874361253,89.6670142758943
0,0.458462338917633,45.4865363558622
1,0.124461107677484,91.7308505139084
0,0.393338995219319,67.7391280769511
1,0.0647990285643505,69.8453941642585
0,0.605176541574884,84.4226467413883
1,0.544848860369525,56.0481541805943
0,0.248660234758335,67.2669771547811
1,0.367239802877584,66.9950368661335
0,0.482516230596992,58.7660846190467
1,0.152212523244091,42.6182627443591
0,0.519053484169567,93.9104364734696
1,0.183548758677346,78.880490122398
0,0.492488965750397,48.9994915051736
1,0.561866311473987,49.9376947852127
0,0.547020707251659,89.4908692689119
0,0.654421632600425,62.4812548947834
1,0.0690351702790894,128.885042699714
1,0.0583137149023467,83.653172964924
0,0.435606967434362,94.4589571179431
0,0.769334280574509,87.7733006586232
1,0.268451791566742,11.5823874564274
0,0.582940664684611,89.9057961727438
0,0.43466009400322,57.2841972134721
1,0.180842467500395,63.6981233165926
1,0.228299683178491,82.8690741819936
1,0,111.215508518116
0,0.636384743246943,33.2616686775708
0,0.296021198606969,108.668590772325
1,0.347225101746968,45.4624210187222
0,0.52803259284516,50.7221203769955
1,0,112.035760712057
0,0.697934470047824,53.8953640846219
1,0.182638948950904,96.6152468490705
1,0.304576856963123,94.4824190371669
1,0.333831230146862,95.780155931703
1,0.428205800777007,62.0241808643545
0,0.613615830441374,76.4666902038903
0,0.520594119837893,74.0646813155964
0,0.324964061089511,99.6978062377523
0,0.63168542841452,65.4378988552974
0,0.532943829121596,112.090180279528
0,0.662517207733974,99.5006236246304
0,0.452458426819013,100.710835880476
0,0.477612631263867,100.769048917229
0,0.437965344832143,123.979999945975
0,0.446999509307805,84.3698977546286
1,0.0387744174659461,77.0434834650585
0,0.466815105230407,49.4485932519866
1,0.123389419672459,97.2617616862921
1,0.435810189040901,64.8193028972898
0,0.312581424204819,86.87356315356
1,0.177796241707144,88.4594082332684
0,0.500296840142385,56.6523661266264
1,0.154438953697221,91.9117175925235
0,0.369515201568883,77.7462724216886
1,0.216257953706561,99.466804300319
0,0.486221837841385,80.8593314510466
1,0.219075353327344,72.8237232215706
0,0.63778617768368,69.3472377373278
1,0.373799851853699,95.4097167284138
0,0.595176956906416,60.5600337292266
0,0.577649856510075,83.1337658146996
1,0.184062359373269,67.9880013794794
0,0.405942650883312,127.530454290845
1,0.248524446685405,100.857711915018
1,0.068126626507052,81.2393326787798
0,0.456375729421481,98.1514582087023
0,0.671832546205451,49.1753386948678
1,0.193202227395018,93.3019208883759
1,0.115813052508214,43.5568575933748
0,0.409641893334914,58.530477304258
1,0.286461348991807,85.1176759893784
0,0.656534765983171,105.985434376671
1,0.271725399119698,97.3786886152689
1,0.350285793240371,78.2490390033626
1,0.295051399696452,92.5617621775245
1,0.18236096608234,62.6077891001715
0,0.486512071253052,87.473569731497
